2017,12,9,9,35,  3.10        29.42
2017,12,9,9,40,  8.89        29.42
2017,12,9,9,45,  6.48        29.52
2017,12,9,9,50,  3.34        29.52
2017,12,9,9,55,  6.48        29.52
2017,12,9,10,0,  1.96        29.61
2017,12,9,10,5,  0.81        29.70
2017,12,9,10,10,  1.10        29.61
2017,12,9,10,15,  1.45        29.61
2017,12,9,10,20,  2.82        29.70
2017,12,9,10,25,  4.31        29.79
2017,12,9,10,30,  3.10        29.79
2017,12,9,10,35,  4.07        29.79
2017,12,9,10,40,  4.31        29.89
2017,12,9,10,45,  0.83        29.79
2017,12,9,10,50,  2.22        29.61
2017,12,9,10,55,  0.82        29.61
2017,12,9,11,0,  1.10        29.61
2017,12,9,11,5,  2.82        29.61
